Name,Company,Title,Industry,Company Size,Email,Website,Page Views,Downloads,Webinar Attended,Intent Score,Converted
Audrey Dorsey,Yoder Group,Marketing Manager,Energy,Small Business,reyesmatthew@yahoo.com,https://www.smith.info/,15,3,0,62,1
Robert Smith,"Garrett, Dunn and Cruz",Data Analyst,Finance,Small Business,rachelwall@bennett.net,http://www.flores-thompson.com/,8,0,0,16,0
Michael Harper,"Combs, Rivas and Paul",Data Analyst,Energy,Small Business,gwright@morrow.com,http://www.mcdonald.com/,12,2,1,74,1
Katherine Williams,Davis Inc,Marketing Manager,Manufacturing,Mid-Market,davisjustin@parsons.info,https://salas.net/,12,4,0,69,1
Kevin Bullock,Garcia-Griffin,HR Manager,Retail,Mid-Market,rjones@brown-hurley.biz,https://www.nelson.com/,8,2,1,62,1
Jessica Briggs,"Simon, Martin and Stanley",HR Manager,Manufacturing,Mid-Market,brandonsmith@barnes-wilson.com,http://ramos-klein.net/,10,0,0,16,0
Michelle Smith,Murphy and Sons,Sales Director,Technology,Enterprise,herbertmcdonald@lambert.biz,http://www.dunn.com/,17,4,0,78,1
Tracy Koch,"Anderson, Hunt and Roberts",CTO,Retail,Small Business,ugonzalez@gmail.com,http://www.castro.com/,5,2,0,25,0
Sandra Gray,Gomez-Lloyd,CTO,Energy,Enterprise,rhondacrawford@jennings.com,http://www.munoz.com/,9,1,0,23,0
Carrie Yang,Reyes-Wise,CTO,Technology,Small Business,christopherbush@gonzalez.com,http://murray-johnson.com/,13,0,0,30,0
Jacob Gonzales,Mcbride Ltd,Sales Director,Retail,Enterprise,gpearson@gmail.com,https://campbell-simpson.com/,10,2,0,38,0
Jonathan Johnson,Robertson-Carpenter,CEO,Finance,Small Business,victoriamitchell@gmail.com,http://www.lewis.net/,11,0,0,27,0
Eric Olson,Gonzalez and Sons,CTO,Healthcare,Mid-Market,james04@curtis.com,http://www.reed-baker.info/,9,1,0,24,0
Lisa Lara,Lane-Robbins,Data Analyst,Retail,Small Business,carlsonmark@carlson.com,https://www.gomez.com/,11,3,1,78,0
Kari Hanson,Moody-Collins,Marketing Manager,Manufacturing,Mid-Market,brownraymond@gillespie-clarke.net,http://west.com/,10,2,0,42,0
Theresa Marshall,Ford-Butler,Product Manager,Energy,Enterprise,lee05@stevens-davis.com,https://wells.info/,10,1,1,52,0
Joyce Gardner,Mccarthy PLC,Marketing Manager,Healthcare,Small Business,williamscatherine@hotmail.com,https://www.duarte.com/,13,4,0,63,1
Yvonne Patterson,Ortiz-Mason,CEO,Finance,Mid-Market,helenirwin@ortiz.com,https://mcneil.com/,8,2,0,33,0
Lynn Mora,Walker and Sons,Data Analyst,Finance,Small Business,njohnson@hotmail.com,http://www.johnston-wright.com/,11,1,0,32,0
Stephanie Keith,Zimmerman-Hall,Sales Director,Healthcare,Enterprise,william80@turner.com,http://www.reyes-stevens.com/,12,3,0,59,0
Patrick Todd,Barber-Kennedy,HR Manager,Finance,Small Business,tcobb@nolan.net,http://www.myers.com/,10,1,0,26,0
Sonya Perez,"Douglas, Martinez and Bryan",CTO,Energy,Small Business,lambertrandall@yahoo.com,http://www.floyd-cameron.biz/,4,1,0,16,0
Roy Mccoy,Benton-Moore,Sales Director,Manufacturing,Mid-Market,underwoodsarah@mcguire.com,http://www.martinez.net/,14,1,0,41,0
James Luna,Bailey LLC,CEO,Retail,Mid-Market,akelly@shaw-shelton.biz,http://www.barnes-orozco.com/,10,2,0,38,0
Melissa Friedman,Davis-Orr,CEO,Finance,Enterprise,vcarson@hotmail.com,http://www.house-hicks.com/,5,2,0,34,0
Seth Flores,"Gardner, Long and Allison",Marketing Manager,Retail,Enterprise,pauljohnston@blair.info,http://bradley.net/,13,3,0,55,0
Carlos Cross,Morgan Group,HR Manager,Energy,Enterprise,joshua76@kim-williams.com,https://roberson.biz/,13,4,0,71,0
Julia Zimmerman,Brown PLC,CTO,Technology,Small Business,gonzalezfrank@kelly.biz,http://scott-williams.com/,15,1,0,40,0
Rebecca Benitez,Bartlett Inc,Marketing Manager,Finance,Enterprise,thardin@hotmail.com,http://www.day.info/,6,4,0,49,0
Kevin Walker,Jones LLC,Data Analyst,Retail,Small Business,jennifermiller@hotmail.com,https://www.smith-hale.com/,13,2,0,51,0
Dr. Jason Salas II,Phillips LLC,HR Manager,Manufacturing,Enterprise,davidrodriguez@stevenson.info,http://www.gonzalez-cook.info/,10,2,0,43,0
Mary Newton,"Sanchez, Jones and Campbell",CEO,Healthcare,Mid-Market,johnsonamber@yahoo.com,http://www.morrison-landry.biz/,8,3,0,49,0
Ricardo Patel,Sanders-Bradford,Product Manager,Education,Mid-Market,juliegrant@yahoo.com,https://anderson.biz/,10,2,0,42,0
Sherry Johnson,Mitchell LLC,Marketing Manager,Finance,Small Business,joseph29@manning-allen.com,http://www.carney.info/,7,1,0,24,0
John Burns,"Rangel, Johnson and Wong",Marketing Manager,Manufacturing,Mid-Market,karenfinley@evans.com,http://blair.biz/,10,3,1,75,1
Craig Davis,Villanueva Inc,Data Analyst,Technology,Small Business,usanchez@yahoo.com,http://farrell.org/,7,2,1,64,1
Jesse Johnson,Hughes-Ramirez,Sales Director,Retail,Mid-Market,mercadojennifer@gmail.com,http://miller-lynch.com/,5,1,0,20,0
Lindsey Gomez,Welch Group,Product Manager,Healthcare,Small Business,jeremy08@ellis-hamilton.com,http://www.smith.org/,9,2,0,37,0
Jeffrey Garcia,White PLC,Sales Director,Manufacturing,Enterprise,theresa66@yahoo.com,https://www.bowman.com/,6,5,0,65,1
Jason Roberts,Kelly-Frye,Data Analyst,Retail,Small Business,aliciacalhoun@williams.com,https://hunt.net/,6,3,0,46,0
James Greene,Zhang-White,Sales Director,Manufacturing,Small Business,richardbarker@ferguson.com,http://www.king.biz/,4,3,0,38,0
Henry Benson,"Blackwell, Rodriguez and Ortiz",CTO,Manufacturing,Mid-Market,meagan33@reed.com,http://tyler-massey.biz/,4,1,0,16,0
Shannon Bauer,Smith Group,HR Manager,Energy,Mid-Market,katrina60@gmail.com,https://www.compton.com/,13,3,0,52,0
Jacqueline Thornton,Hill-Jones,Marketing Manager,Technology,Enterprise,hallkelly@martinez-payne.com,http://curtis.com/,12,2,0,43,0
Cheryl Reyes,Howard PLC,Marketing Manager,Manufacturing,Small Business,caseybrown@alvarez.com,https://harris.com/,11,0,1,44,0
Jessica Joseph,Webb-Johnson,Marketing Manager,Education,Small Business,edward37@hotmail.com,http://www.pope.com/,8,1,0,25,0
Bridget Robbins,Watkins-Fox,Sales Director,Energy,Small Business,stevennelson@gmail.com,https://www.ford.com/,8,2,0,31,0
Brandon Bennett,"Middleton, Stevens and Crawford",CTO,Energy,Enterprise,andrew14@martinez.info,https://www.taylor.com/,9,2,0,41,0
Heather Woods,Lee and Sons,CTO,Manufacturing,Mid-Market,shellystephens@daniels-hall.org,https://montoya-johnson.com/,9,5,0,73,1
Suzanne George,"Turner, Clark and Gates",Sales Director,Retail,Mid-Market,ishah@wood.com,http://moore.net/,8,0,1,45,0
Heather Young,"Pearson, Flynn and Fletcher",Data Analyst,Education,Small Business,toddlewis@yahoo.com,https://www.hernandez.info/,8,1,1,50,0
Angela Vazquez,"Johnson, Bass and Myers",Marketing Manager,Finance,Enterprise,deanbobby@orr.com,http://www.moore.com/,10,0,0,17,0
Elizabeth Adams,Little-Leach,Marketing Manager,Education,Small Business,marchenderson@yahoo.com,https://buckley-marsh.org/,8,1,0,25,0
Melissa Hernandez,Spencer-Hall,Data Analyst,Technology,Mid-Market,christopher22@bennett.biz,https://www.perez.com/,10,0,0,25,0
Stacey Garcia,Nguyen Group,Data Analyst,Finance,Small Business,julie51@harris-pham.net,http://www.thomas.com/,11,2,0,47,0
Jonathan Pugh,"Benson, Krause and Frazier",CEO,Technology,Small Business,barrmichael@smith.com,http://www.peters.org/,9,1,0,33,0
James Dalton,Barton PLC,CEO,Healthcare,Mid-Market,maldonadodavid@hotmail.com,http://anderson-brown.com/,11,0,0,23,0
Sarah Yoder,Bell and Sons,Data Analyst,Technology,Small Business,matthew82@stevens-ball.com,http://willis.com/,7,2,0,33,0
Javier Chandler,Flores PLC,Sales Director,Energy,Mid-Market,harrisondeborah@hotmail.com,https://valdez.biz/,14,1,0,43,0
Sherry Holland,Dunn and Sons,CTO,Manufacturing,Small Business,rebeccabell@brown.net,https://www.gomez.com/,12,3,0,58,0
Raymond Schroeder,"Clarke, Wright and Flowers",CTO,Technology,Enterprise,rodriguezdaniel@brown-marshall.com,https://paul-oconnell.com/,11,2,0,45,0
Lisa Woods,Guerrero-Hernandez,Marketing Manager,Education,Small Business,mcarr@lane-preston.com,https://williams.biz/,9,3,0,50,0
George Rivera,Marquez-Mitchell,Marketing Manager,Finance,Small Business,thomasmatthew@campbell.com,http://www.russell.com/,4,0,0,13,0
James Brown,Farmer-Davis,CTO,Finance,Mid-Market,pamela57@gibson-jefferson.com,http://ramirez-morris.com/,11,0,1,49,0
Alyssa Davis,Gray Inc,CEO,Healthcare,Enterprise,zjohnson@yahoo.com,https://www.taylor.com/,8,1,1,56,0
Bruce Swanson,Wright Inc,CEO,Technology,Enterprise,gregorycasey@yahoo.com,https://www.gonzales.com/,14,0,1,55,0
Stephanie Ramirez,Singh-Brown,HR Manager,Energy,Enterprise,victoriawatts@gmail.com,http://knight.com/,8,3,0,41,0
Maria Sullivan,"White, Perez and Henry",Product Manager,Energy,Enterprise,amyadams@gmail.com,https://www.adkins-reyes.com/,18,0,0,32,0
Raymond Adams,Clayton Group,CEO,Finance,Small Business,mary01@tyler-lee.com,http://dominguez-torres.org/,13,2,0,45,0
Michael Fisher,"Harvey, Jackson and Underwood",CTO,Technology,Mid-Market,james19@hotmail.com,http://www.miller.com/,10,2,0,35,0
Kelly Rosales,"Martinez, Mason and Robinson",CTO,Education,Enterprise,christopher82@stephens-ortiz.com,http://thompson.biz/,12,1,1,62,1
Dominic Marshall,"Mccormick, Keller and Murphy",Data Analyst,Retail,Enterprise,youngmichael@navarro-johnson.com,http://www.hall-flores.com/,13,0,0,27,0
Holly Cohen,Shannon-Robinson,CTO,Education,Small Business,cpatel@phillips.net,http://www.conner.com/,5,2,0,27,0
Kyle Oneal,Sanchez-Waters,Product Manager,Education,Enterprise,melanie10@yahoo.com,http://robinson.com/,9,3,0,51,0
Ronald Harrell,Hubbard and Sons,CEO,Technology,Small Business,grahammakayla@williams.org,https://jackson.com/,13,1,0,40,0
Regina Mendez,Vargas Group,CEO,Education,Enterprise,amy92@gmail.com,https://waters.org/,14,2,0,48,0
Daniel Morris,Anthony-Clark,CTO,Energy,Mid-Market,toddclarke@thomas.com,https://www.ross-simpson.com/,8,0,0,21,0
William Green,Bond-Merritt,Product Manager,Education,Mid-Market,wchapman@gmail.com,https://garcia.net/,9,1,0,28,0
Rebecca Warren,Gonzalez PLC,Data Analyst,Healthcare,Enterprise,kathy71@garcia-adams.net,http://www.hall.com/,8,3,0,45,0
Rachel Pierce,"Bell, French and Jackson",HR Manager,Technology,Small Business,harringtonraymond@hotmail.com,http://www.cunningham-anderson.com/,5,1,1,46,0
Johnny Williams,"Long, Patterson and Alexander",Marketing Manager,Manufacturing,Enterprise,trevor80@hotmail.com,https://ellis-farrell.com/,11,1,0,34,0
Jane Williams,Anderson-Romero,Data Analyst,Technology,Mid-Market,oreynolds@hotmail.com,http://norris.com/,8,1,0,29,0
William Mclaughlin,Morris-Rosales,Marketing Manager,Technology,Enterprise,kathleenmendoza@yahoo.com,http://parker-fry.net/,20,1,0,49,0
Katelyn Madden,Romero-Perez,Marketing Manager,Energy,Enterprise,ryan25@wang.biz,http://www.morris.com/,15,3,0,63,1
Melody Johnson,Hudson Ltd,Product Manager,Education,Enterprise,tcrawford@yahoo.com,https://www.clay.biz/,16,3,0,64,1
Brittany Wright,Smith PLC,Sales Director,Technology,Small Business,smithmary@mccullough-gay.com,https://moore.info/,5,5,1,89,1
Vickie Jones,Clark Ltd,HR Manager,Manufacturing,Enterprise,leemark@hall.info,https://nguyen-harmon.info/,9,2,0,38,0
Kelly Nolan,"Rowe, Hernandez and Norris",HR Manager,Education,Enterprise,hodgekelli@lopez-lee.org,https://davis.com/,10,2,0,37,0
Anna Stevenson,Vaughan LLC,CEO,Education,Enterprise,lisacohen@hotmail.com,http://www.king.info/,12,0,0,23,0
Sandra Gonzalez,Gibson-Sawyer,Marketing Manager,Retail,Enterprise,matthew59@snow-buchanan.com,https://zhang.org/,8,0,0,16,0
Kelly Caldwell,Anthony-Warner,Product Manager,Manufacturing,Small Business,anthonyrose@jones.org,https://www.bryant-johnson.info/,14,1,0,36,0
Gregory Martinez,Cole-Francis,HR Manager,Education,Enterprise,troyhill@hotmail.com,https://www.park.com/,4,1,0,23,0
Mr. Travis Williams,Olson-Adams,Data Analyst,Technology,Enterprise,joshua62@bender-torres.com,http://davidson-rush.com/,12,1,0,30,0
Deborah Gibson,"Martinez, Hayden and Morrison",Data Analyst,Education,Enterprise,kevin18@white-cooper.com,https://stanley.com/,8,4,0,56,0
Jennifer Walsh,Campbell LLC,Sales Director,Manufacturing,Enterprise,katherine90@hotmail.com,https://www.bell.biz/,10,1,1,51,0
Shane Johnson,Cardenas Group,Data Analyst,Energy,Small Business,timothy82@anthony.com,http://ramos.info/,10,5,0,71,0
Linda Willis,Mendoza-Freeman,Sales Director,Energy,Small Business,smithjames@morris-carrillo.com,http://www.gomez-wise.com/,10,2,0,45,0
Adrian Reed,"Johnson, Bell and Leach",Data Analyst,Manufacturing,Enterprise,xrogers@riddle-jimenez.com,http://hill.com/,10,0,0,17,0
Robert Hunt,Hall-Williams,CTO,Healthcare,Mid-Market,richardchloe@moody.info,https://www.patterson.com/,8,0,0,15,0
Victoria Palmer,Patton-Stevens,Product Manager,Technology,Mid-Market,michellemoore@marquez.com,https://www.fritz.net/,13,0,0,27,0
Joseph Mathews,Kent-Rios,Sales Director,Retail,Mid-Market,terriward@hotmail.com,http://long-west.org/,12,0,0,28,0
Madison Carter,White and Sons,CEO,Finance,Enterprise,arichardson@daniel.biz,https://ellis.com/,8,1,0,26,0
Cody Brown,"Bailey, Coffey and Ashley",Data Analyst,Retail,Enterprise,lsmith@gonzalez.com,https://www.nguyen-shaw.com/,8,1,0,30,0
Edward Lawrence,"Lewis, Benson and Adams",CTO,Manufacturing,Mid-Market,mallorycarlson@chavez-douglas.com,https://www.mullins.com/,5,0,0,15,0
Brandi Craig,Hale-Jackson,Product Manager,Retail,Enterprise,ggriffith@duarte.com,https://brown.com/,13,1,0,37,0
Karen Welch,Abbott-Luna,Product Manager,Education,Small Business,xavier18@yahoo.com,https://brewer.com/,3,1,0,12,0
Edward Marsh,"Webster, Leonard and Simpson",Data Analyst,Manufacturing,Mid-Market,joshua52@wright.com,https://www.washington.com/,19,3,1,89,1
John Holder,Santos-Davis,CTO,Finance,Small Business,davidclarke@baker.com,http://www.thomas.info/,6,1,0,24,0
Morgan Jones,Johnson LLC,CTO,Education,Enterprise,tami80@hotmail.com,http://mason-rose.com/,5,1,0,23,0
Daniel Gonzalez,Smith PLC,Marketing Manager,Healthcare,Enterprise,rblack@hotmail.com,http://www.thompson.biz/,10,1,0,33,0
Clayton Thompson,Smith Ltd,Data Analyst,Finance,Small Business,karen00@gmail.com,https://www.torres-ramos.net/,8,2,0,41,0
Ms. Jessica Conway,"Cardenas, King and Smith",CEO,Education,Small Business,joneskathryn@yahoo.com,https://www.wood.com/,10,4,0,58,0
Kelly Erickson,Hayes-Perez,CEO,Education,Mid-Market,victoriabutler@wilson.com,https://wilson.com/,9,2,0,34,0
Jennifer James,"Ballard, Cole and King",HR Manager,Healthcare,Enterprise,melissa63@yahoo.com,http://mcclure.com/,9,1,0,25,0
Angela Smith DDS,Mckinney Inc,Product Manager,Education,Small Business,jenkinstammy@duncan-alexander.org,http://wood-farrell.com/,9,2,1,58,0
Matthew Coleman,Reeves-George,Sales Director,Manufacturing,Enterprise,lawsonshane@perez.com,http://www.reed.com/,9,3,0,50,0
Julie Caldwell,Ortiz-Valdez,CTO,Manufacturing,Small Business,reneehorton@gardner.biz,http://maldonado-smith.com/,17,3,0,68,0
Kimberly Tanner,Ross and Sons,Sales Director,Education,Small Business,angelgregory@mccormick.com,http://hanson-mills.net/,13,1,0,33,0
Benjamin Smith,Lane Ltd,CEO,Finance,Mid-Market,garciachristopher@moore.com,http://gray.info/,10,0,1,44,0
Luke Fitzgerald,"Cole, Jackson and James",CTO,Finance,Mid-Market,donaldparker@estrada.net,http://www.palmer-jackson.com/,8,1,0,21,0
Jenna Stone,Boyd PLC,Data Analyst,Healthcare,Enterprise,reedtonya@klein.com,https://greer.com/,14,1,0,36,0
Lisa Peterson,Knight-Cherry,Marketing Manager,Finance,Enterprise,swilliams@gmail.com,http://www.walker-ward.com/,7,0,0,9,0
Shannon Foster,Smith-Higgins,Sales Director,Energy,Mid-Market,greenandrew@dunn.com,https://www.sharp.org/,9,7,0,85,1
Pedro Owens,"Hill, Haas and Lee",CTO,Retail,Enterprise,ihicks@floyd.com,https://fisher-malone.com/,9,2,0,37,0
Linda Reyes,Cohen Group,Product Manager,Healthcare,Small Business,csherman@hotmail.com,https://solis-rodriguez.net/,8,3,0,49,0
William Leonard,"Ruiz, Russell and Anderson",CTO,Technology,Enterprise,daniel75@rios-moss.com,https://sanders-jordan.com/,11,3,0,54,0
Gabriel Green,"Lewis, Johnson and Navarro",Product Manager,Education,Enterprise,kathleen20@cardenas-bates.com,http://mccormick-jones.com/,14,3,0,62,1
Amber Sanchez,Brown LLC,CEO,Retail,Enterprise,mpatel@adams.org,http://kaiser.com/,9,2,0,39,0
Charlotte Harris,Wallace PLC,Marketing Manager,Energy,Small Business,timjefferson@hotmail.com,http://lyons.org/,9,1,0,27,0
Joshua Black,Smith PLC,Product Manager,Technology,Mid-Market,edwardpotter@johnson-perez.net,https://hart-mack.info/,10,3,1,76,1
Gary Chavez,"Marsh, Byrd and Woodard",CEO,Finance,Mid-Market,williamssteven@yahoo.com,https://robles.com/,13,2,0,51,0
Terry Barnes,Campbell-Torres,CEO,Retail,Enterprise,christophermartinez@yahoo.com,https://finley.org/,8,0,0,21,0
Michelle Perry,"Griffin, Rowland and Mills",Marketing Manager,Technology,Small Business,hansenmisty@gmail.com,https://williams-alvarez.biz/,4,2,0,30,0
Mr. Jorge Peterson,Gibson LLC,Product Manager,Technology,Mid-Market,stephenperez@yahoo.com,http://harris.com/,6,2,1,58,0
Christopher Chan,Andrews-Marshall,Product Manager,Manufacturing,Mid-Market,tammysanchez@gmail.com,https://www.howard.com/,12,1,0,33,0
Rachel Weber,Garcia and Sons,Sales Director,Technology,Small Business,johnsonanna@garcia-rios.com,https://harvey-carter.net/,18,1,0,45,0
Nicholas Morrison,"Ruiz, Hebert and Ferrell",Marketing Manager,Education,Enterprise,whuffman@hotmail.com,http://bridges.org/,10,0,1,46,0
Robert Mitchell,Jones LLC,Data Analyst,Finance,Enterprise,sancheznicole@carter.com,http://www.ward.org/,7,5,0,63,0
Charles Munoz,Garza-Suarez,Marketing Manager,Manufacturing,Enterprise,gjones@hotmail.com,http://lawrence.biz/,13,2,0,46,0
Shane Carrillo,"Flowers, Pearson and Walker",CTO,Healthcare,Enterprise,bmartin@rodriguez.biz,http://www.aguilar.com/,7,1,0,25,0
Carol Mckinney,Carpenter PLC,Marketing Manager,Technology,Enterprise,spetersen@lee-gillespie.com,https://dunlap-rios.com/,12,1,0,35,0
Angelica Rodriguez,"Bush, Hodge and Ellis",Marketing Manager,Education,Enterprise,sandovallisa@gmail.com,http://white.biz/,11,1,0,37,0
Jonathan Brennan,Baker-White,Sales Director,Finance,Mid-Market,allenelizabeth@yahoo.com,http://www.lloyd.com/,8,4,0,52,0
Sheila Beasley,Evans Group,Marketing Manager,Technology,Enterprise,jamesbailey@mitchell.com,https://stewart.net/,8,3,0,51,0
Alexandra Brown,Scott LLC,Sales Director,Healthcare,Small Business,croth@yahoo.com,https://shepherd.com/,8,3,1,66,1
Timothy Pierce,"Ortega, Miller and Hawkins",Sales Director,Education,Enterprise,pdunn@mitchell-green.com,https://www.powell.org/,8,2,1,56,0
Ms. Sarah Alexander,Hunter-Lee,Sales Director,Retail,Mid-Market,aaronhutchinson@phillips.com,https://burch.com/,8,2,1,61,0
Teresa Chavez,Brown-Payne,Data Analyst,Healthcare,Mid-Market,zsmith@perkins.com,http://clark.com/,9,3,0,50,0
Mariah Meyers,Duncan-Santos,HR Manager,Education,Mid-Market,zacharyburns@yahoo.com,http://smith.org/,7,0,0,12,0
Donna Edwards,Branch-Wong,HR Manager,Finance,Small Business,shannon73@love.com,https://evans.com/,9,3,0,50,0
Kenneth Dawson,Lewis-Davis,Data Analyst,Technology,Small Business,jessicajackson@gmail.com,http://www.perkins.com/,11,2,1,68,1
Kevin Brown,Lewis-Lee,CEO,Manufacturing,Enterprise,michelle39@hotmail.com,https://riley-potts.com/,15,2,1,78,1
Jessica Garcia,"Watkins, Rhodes and Davis",Product Manager,Finance,Mid-Market,criddle@hotmail.com,https://snow.biz/,8,4,0,54,0
Pamela Allison,"Lucero, Wilson and Morris",CEO,Retail,Enterprise,griffinjason@gilbert.com,https://cabrera-lawrence.com/,11,4,0,63,0
Christine Bennett,"Tate, Cooley and West",CTO,Manufacturing,Enterprise,ruizmichael@gmail.com,http://www.escobar-jensen.com/,12,2,0,44,0
Casey Gonzales,Crawford LLC,CTO,Finance,Small Business,dlopez@hotmail.com,http://www.bailey.com/,13,3,0,59,0
Samantha Gardner,"Jones, Guerrero and Meyer",HR Manager,Retail,Mid-Market,davidgarcia@nash-aguilar.net,http://howard-owen.com/,9,3,0,50,0
Robert Saunders,Roberts-Cole,CEO,Technology,Small Business,patrick93@gmail.com,http://reynolds-baker.com/,10,3,0,55,0
Cory Black,"Smith, Baldwin and Green",CEO,Technology,Small Business,jasonwilliams@mendoza-gardner.biz,https://www.murphy-wood.com/,12,3,0,49,0
Cameron Brown,"Allen, Johnson and Barnes",Sales Director,Healthcare,Enterprise,austin60@hotmail.com,http://www.collier.biz/,14,2,1,78,1
Megan Edwards,Stanley-Mccann,CEO,Healthcare,Small Business,ericamercado@dennis-harris.com,https://wood-grant.com/,15,0,0,33,0
Jose House,"Smith, Mcbride and Juarez",Sales Director,Manufacturing,Small Business,susan79@malone.org,http://martin-fernandez.com/,8,1,0,28,0
Susan Clark,Brooks-Clark,CTO,Education,Enterprise,zwalsh@yahoo.com,http://www.mccormick.com/,7,3,0,40,0
Kristin Walker,"Johnson, Brown and Robinson",CEO,Education,Small Business,rsalazar@gibson.info,http://reynolds-edwards.com/,7,1,1,51,0
Jon Martin,Williams Inc,Product Manager,Finance,Small Business,igriffith@roberts.com,https://www.diaz.com/,10,1,0,29,0
Kendra Farley,Adams Inc,Data Analyst,Technology,Enterprise,fowen@alvarez.com,https://www.bell-foster.com/,6,1,0,17,0
Erin Garcia,Wagner-Strong,CEO,Manufacturing,Small Business,rchan@johnson.com,https://skinner-joyce.com/,10,3,0,50,0
Stacy Suarez,"Johnson, Petersen and Munoz",HR Manager,Education,Mid-Market,chanpeter@hotmail.com,https://hernandez.com/,5,4,0,49,0
David Barnett,Wells and Sons,CTO,Education,Small Business,nancy66@foley.com,http://www.may.com/,10,1,0,32,0
Jonathan Marquez,Castillo Group,Product Manager,Finance,Mid-Market,allenmichael@moreno-kent.org,https://simpson-merritt.biz/,14,1,0,35,0
Zachary Parrish,Mccall Group,Product Manager,Education,Mid-Market,snydereric@yahoo.com,http://www.molina-patel.com/,8,4,0,59,0
Mason Ramirez,Martin-Dickson,CTO,Healthcare,Enterprise,bhenry@hotmail.com,https://hudson.biz/,5,2,0,34,0
Connie Robles,Smith-Mendez,CEO,Healthcare,Small Business,floydbrandy@yahoo.com,https://www.smith-holt.info/,12,2,0,39,0
Nathan Wright,"Greene, Smith and Perry",CEO,Healthcare,Small Business,tracy03@duran-brooks.org,https://parsons.com/,10,1,0,34,0
Ronald Anthony,Flores Inc,Data Analyst,Finance,Small Business,yhernandez@hotmail.com,http://www.archer.org/,11,2,0,37,0
Lisa Taylor,"Moore, Frederick and Reyes",HR Manager,Healthcare,Mid-Market,rodriguezjeffrey@gmail.com,https://www.jordan.com/,11,1,0,34,0
Taylor Fuentes,Salazar-Henry,Data Analyst,Finance,Mid-Market,richardvelez@tucker.com,https://www.kelly.com/,10,1,0,27,0
Annette Williams,Burke Group,Marketing Manager,Healthcare,Small Business,james16@yahoo.com,http://www.lawrence-mccarthy.com/,12,4,0,69,0
Jessica Ellis,Lopez-Johnson,HR Manager,Healthcare,Small Business,brownkelly@luna.net,http://www.taylor.info/,9,1,0,31,0
Kevin Vaughan,Michael Ltd,Product Manager,Manufacturing,Small Business,wilsonmichael@reid-cooper.com,https://www.frost.biz/,7,1,0,27,0
Aaron Ibarra,"Wilkerson, Hunt and Wright",Data Analyst,Healthcare,Mid-Market,williammckinney@hotmail.com,http://www.howard.biz/,6,0,1,38,0
Tara Aguilar,Harrison-Allen,CTO,Healthcare,Small Business,daniel26@stanley.com,https://hunter.biz/,6,3,0,46,0
Kaitlyn Bradley,"Garcia, Brown and Pope",CEO,Retail,Enterprise,toddriley@strong-johnson.com,http://johnson.com/,8,2,1,56,0
Jessica Miller,Leonard-Murphy,HR Manager,Energy,Small Business,jessicamartin@yahoo.com,http://www.reid.com/,12,6,0,84,1
Ashlee Mitchell,Ford LLC,HR Manager,Retail,Mid-Market,vfernandez@anderson.net,https://www.brown.com/,14,1,1,60,0
Jennifer Carter,"Valdez, Padilla and Sanchez",CTO,Finance,Enterprise,qsimpson@hotmail.com,https://www.wright.com/,4,2,0,23,0
Suzanne Taylor,Hester Inc,Data Analyst,Technology,Enterprise,wilkinslinda@gmail.com,http://www.harrison-williams.biz/,12,2,0,40,0
Jeremy Kelley,Flores-Howard,Marketing Manager,Education,Mid-Market,bcampbell@yahoo.com,https://www.white-maldonado.org/,11,0,0,24,0
Christopher Kennedy,Fisher Group,Product Manager,Finance,Mid-Market,tammyscott@potter-henry.com,https://rios-walters.com/,9,2,0,38,0
Christina King,Alexander Inc,Marketing Manager,Finance,Small Business,gmolina@gibbs.com,http://sanchez-williams.biz/,10,1,0,27,0
Christopher Smith,Mathis-Mason,Data Analyst,Retail,Enterprise,mccoydonna@hotmail.com,http://www.english-nelson.com/,4,1,0,16,0
Daniel Diaz DDS,Taylor LLC,Sales Director,Technology,Enterprise,racheladkins@hotmail.com,http://pacheco-joseph.org/,17,2,0,58,0
Andrea Powell,Gonzalez-Miller,Marketing Manager,Healthcare,Enterprise,tiffany04@gmail.com,http://www.mcknight.biz/,11,1,0,36,0
Diana Morrison,"Hernandez, James and Robinson",Data Analyst,Technology,Mid-Market,amy06@jones.info,http://www.norris.org/,8,3,1,75,1
Jeffrey Vargas,Matthews Group,Marketing Manager,Manufacturing,Small Business,kdecker@wang.com,https://nunez-holmes.com/,12,1,0,35,0
Christopher Hunter,Morgan-Dixon,CEO,Finance,Small Business,jamesjohnson@holt-le.net,https://meyers.com/,12,7,0,96,0
April Kerr,Sharp-Barrett,Sales Director,Technology,Enterprise,david10@thomas-logan.info,https://yates.info/,13,1,0,41,0
Teresa Gonzalez,Little-Rice,CTO,Finance,Mid-Market,jasonlyons@gmail.com,http://welch.biz/,6,3,0,37,0
Katherine Martin,Singh-Morgan,CEO,Finance,Enterprise,uramirez@lane.com,https://www.richardson-mcfarland.info/,19,1,0,51,0
James Robbins,Downs Group,CEO,Healthcare,Small Business,rmiller@yahoo.com,https://taylor.com/,9,2,0,38,0
Fred Watts,Anderson-Diaz,Product Manager,Technology,Small Business,tiffanyedwards@hicks.com,http://www.jennings-hamilton.biz/,14,2,0,43,0
Debra Willis,Hurley Ltd,Data Analyst,Manufacturing,Small Business,daniel39@yahoo.com,https://www.davis-alvarado.net/,5,1,0,16,0
